0.00581998,0.00426321,0.000003
0.005821,0.004260,0.000003
0.005824,0.004259,0.000003
0.005827,0.004250,0.000003
0.005826,0.004246,0.000003
0.004940,0.007001,-0.000008
0.004939,0.006997,-0.000008
0.004938,0.006993,-0.000008
0.004939,0.006991,-0.000008
0.004938,0.006987,-0.000008
0.006151,0.003474,-0.000002
0.006154,0.003472,-0.000002
0.006157,0.003470,-0.000002
0.006156,0.003466,-0.000002
0.006157,0.003464,-0.000002
0.006160,0.003462,-0.000002
0.006171,0.003371,-0.000010
0.006170,0.003367,-0.000010
0.006171,0.003364,-0.000010
0.006174,0.003362,-0.000010
0.006173,0.003358,-0.000010
0.005743,0.004497,0.000002
0.005742,0.004493,0.000002
0.005743,0.004490,0.000002
0.005746,0.004488,0.000002
0.005745,0.004484,0.000002
0.005745,0.004482,0.000002
0.006030,0.003658,0.000002
0.006029,0.003654,0.000002
0.006033,0.003643,0.000002
0.006036,0.003641,0.000002
0.006035,0.003637,0.000002
0.006038,0.003635,0.000002
0.006041,0.003634,0.000002
0.006040,0.003630,0.000002
0.006046,0.003610,0.000002
0.006049,0.003609,0.000002
0.005477,0.005385,-0.000007
0.005478,0.005382,-0.000007
0.005481,0.005380,-0.000007
0.005483,0.005375,-0.000007
0.005482,0.005371,-0.000007
0.005483,0.005365,-0.000007
0.005209,0.006054,0.000001
0.005208,0.006050,0.000000
0.005211,0.006049,0.000001
0.005210,0.006045,0.000000
0.005214,0.006031,0.000001
0.005217,0.006029,0.000000
0.005216,0.006025,0.000000
0.005219,0.006023,0.000000
0.005223,0.006012,0.000000
0.005222,0.006008,0.000000
0.005225,0.006007,0.000001
0.005228,0.006005,0.000001
0.005227,0.006001,0.000000
0.005231,0.005990,0.000001
0.005230,0.005986,0.000000
0.005233,0.005984,0.000001
0.005234,0.005981,0.000001
0.005233,0.005978,0.000000
0.005236,0.005976,0.000001
0.005235,0.005972,0.000000
0.005237,0.005966,0.000000
0.005240,0.005965,0.000001
0.005238,0.005961,0.000000
0.005241,0.005959,0.000000
0.005240,0.005955,0.000001
0.005241,0.005952,0.000001
0.006113,0.003387,-0.000003
0.006159,0.003256,-0.000003
0.004726,0.006886,0.000001
0.004771,0.006755,0.000001
0.005319,0.005158,0.000006
0.005326,0.005139,0.000006
0.005325,0.005135,0.000006
0.005326,0.005132,0.000006
0.005329,0.005131,0.000006
0.005327,0.005127,0.000006
0.005329,0.005121,0.000006
0.005332,0.005119,0.000006
0.005334,0.005114,0.000006
0.005333,0.005110,0.000006
0.005343,0.005082,0.000006
0.005346,0.005080,0.000006
0.005347,0.005078,0.000006
0.005346,0.005074,0.000006
0.005362,0.005026,0.000006
0.006328,0.002875,-0.000008
0.006329,0.002872,-0.000007
0.006332,0.002871,-0.000008
0.006333,0.002868,-0.000007
0.006332,0.002864,-0.000007
0.006334,0.002862,-0.000007
0.006336,0.002857,-0.000008
0.005044,0.006532,0.000000
0.005045,0.006529,0.000000
0.005048,0.006528,0.000000
0.005051,0.006519,0.000000
0.005050,0.006515,0.000000
0.005049,0.006511,0.000000
0.005053,0.006500,0.000000
0.005056,0.006498,0.000000
0.005057,0.006496,0.000000
0.005060,0.006494,0.000000
0.005061,0.006491,0.000000
0.005060,0.006487,0.000000
0.005061,0.006484,0.000000
0.005060,0.006480,0.000000
0.005061,0.006478,0.000000
0.005063,0.006476,0.000000
0.005062,0.006472,0.000000
0.005065,0.006470,0.000000
0.005066,0.006468,0.000000
0.005065,0.006464,0.000000
0.005068,0.006455,0.000000
0.005071,0.006454,0.000000
0.005697,0.004741,-0.000010
0.005695,0.004737,-0.000010
0.005697,0.004732,-0.000010
0.005696,0.004728,-0.000010
0.005698,0.004722,-0.000010
0.006105,0.003561,-0.000006
0.006104,0.003557,-0.000006
0.006107,0.003555,-0.000006
0.006106,0.003551,-0.000006
0.005545,0.004492,0.000011
0.005590,0.004361,0.000011
0.006016,0.003693,0.000005
0.006019,0.003691,0.000005
0.006020,0.003688,0.000005
0.006023,0.003687,0.000005
0.006021,0.003683,0.000005
0.005151,0.006323,-0.000010
0.005154,0.006321,-0.000010
0.005155,0.006318,-0.000010
0.005154,0.006314,-0.000010
0.005155,0.006312,-0.000010
0.005158,0.006310,-0.000010
0.005160,0.006304,-0.000010
0.005159,0.006300,-0.000010
0.005161,0.006295,-0.000010
0.005164,0.006293,-0.000010
0.005163,0.006289,-0.000010
0.005165,0.006284,-0.000010
0.005163,0.006280,-0.000010
0.005166,0.006278,-0.000010
0.005167,0.006275,-0.000010
0.005170,0.006274,-0.000010
0.005169,0.006270,-0.000010
0.005171,0.006264,-0.000010
0.005170,0.006260,-0.000010
0.005173,0.006258,-0.000010
0.005174,0.006256,-0.000010
0.005173,0.006252,-0.000010
0.005174,0.006249,-0.000010
0.005177,0.006247,-0.000010
0.005176,0.006243,-0.000010
0.005175,0.006239,-0.000010
0.005024,0.006584,0.000000
0.005026,0.006578,0.000000
0.005029,0.006577,0.000000
0.005032,0.006568,0.000000
0.005031,0.006564,0.000000
0.005034,0.006563,0.000000
0.005035,0.006560,0.000000
0.005034,0.006556,0.000000
0.005037,0.006554,0.000000
0.005040,0.006546,0.000000
0.005039,0.006542,0.000000
0.005040,0.006536,0.000000
0.006176,0.003240,0.000006
0.006175,0.003236,0.000006
0.006176,0.003233,0.000006
0.006175,0.003229,0.000007
0.006176,0.003226,0.000006
0.005587,0.004922,-0.000004
0.005589,0.004917,-0.000004
0.005592,0.004915,-0.000004
0.005593,0.004913,-0.000004
0.005592,0.004909,-0.000004
0.005593,0.004906,-0.000004
0.005596,0.004904,-0.000004
0.005595,0.004900,-0.000004
0.005597,0.004895,-0.000004
0.005600,0.004893,-0.000004
0.005601,0.004890,-0.000004
0.005600,0.004886,-0.000004
0.005603,0.004885,-0.000004
0.005602,0.004881,-0.000004
0.005607,0.004864,-0.000004
0.005610,0.004862,-0.000004
0.005609,0.004858,-0.000004
0.005610,0.004855,-0.000004
0.005999,0.003827,-0.000007
0.006002,0.003826,-0.000007
0.006003,0.003823,-0.000007
0.006002,0.003819,-0.000007
0.006005,0.003818,-0.000007
0.006004,0.003814,-0.000007
0.006007,0.003812,-0.000007
0.005308,0.005183,0.000013
0.005312,0.005171,0.000013
0.004761,0.007366,0.000000
0.004760,0.007362,0.000000
0.004760,0.007360,0.000000
0.004763,0.007358,0.000000
0.004762,0.007354,0.000000
0.004765,0.007352,0.000000
0.004764,0.007348,0.000000
0.004767,0.007340,0.000000
0.005637,0.004898,-0.000009
0.005640,0.004897,-0.000009
0.005641,0.004894,-0.000009
0.005644,0.004892,-0.000009
0.005643,0.004888,-0.000009
0.005647,0.004877,-0.000009
0.005326,0.005824,-0.000009
0.005325,0.005820,-0.000009
0.005324,0.005816,-0.000009
0.005327,0.005814,-0.000009
0.005330,0.005813,-0.000009
0.005331,0.005810,-0.000009
0.005330,0.005806,-0.000009
0.005696,0.004741,-0.000007
0.005697,0.004739,-0.000007
0.005700,0.004737,-0.000007
0.005699,0.004733,-0.000007
0.005700,0.004730,-0.000007
0.005699,0.004726,-0.000007
0.005700,0.004723,-0.000007
0.005699,0.004719,-0.000007
0.005698,0.004715,-0.000007
0.005697,0.004712,-0.000007
0.005698,0.004709,-0.000007
0.005697,0.004705,-0.000007
0.005700,0.004703,-0.000007
0.005699,0.004699,-0.000007
0.005701,0.004694,-0.000007
0.005704,0.004692,-0.000007
0.005705,0.004689,-0.000007
0.005704,0.004685,-0.000007
0.004972,0.006715,-0.000003
0.005017,0.006583,-0.000003
0.005096,0.006536,-0.000005
0.005095,0.006532,-0.000005
0.005098,0.006530,-0.000005
0.005097,0.006526,-0.000005
0.005375,0.005564,0.000002
0.005383,0.005538,0.000003
0.005198,0.006078,0.000002
0.005201,0.006076,0.000002
0.005205,0.006065,0.000002
0.005658,0.004816,-0.000007
0.005661,0.004815,-0.000007
0.005660,0.004811,-0.000007
0.005659,0.004807,-0.000007
0.005662,0.004805,-0.000007
0.006167,0.003258,0.000002
0.006173,0.003241,0.000002
0.006172,0.003237,0.000002
0.006175,0.003236,0.000002
0.006176,0.003233,0.000002
0.006175,0.003229,0.000001
0.006178,0.003227,0.000001
0.006179,0.003224,0.000002
0.006178,0.003220,0.000002
0.006181,0.003219,0.000001
0.006188,0.003199,0.000002
0.006187,0.003195,0.000001
0.006190,0.003194,0.000002
0.006188,0.003190,0.000002
0.006189,0.003187,0.000001
0.006192,0.003185,0.000001
0.006201,0.003160,0.000002
0.006200,0.003156,0.000002
0.006203,0.003155,0.000001
0.006206,0.003146,0.000002
0.006205,0.003142,0.000002
0.006208,0.003141,0.000001
0.006212,0.003129,0.000001
0.006211,0.003125,0.000001
0.004807,0.007336,-0.000009
0.004806,0.007332,-0.000009
0.004809,0.007331,-0.000009
0.004812,0.007329,-0.000009
0.004811,0.007325,-0.000009
0.004844,0.007116,-0.000000
0.004843,0.007112,-0.000000
0.004845,0.007107,-0.000000
0.004848,0.007105,-0.000000
0.004847,0.007101,-0.000000
0.004849,0.007096,-0.000000
0.006125,0.003472,-0.000007
0.006126,0.003469,-0.000007
0.006129,0.003467,-0.000007
0.006133,0.003456,-0.000007
0.006136,0.003455,-0.000007
0.005127,0.006285,0.000000
0.005128,0.006282,0.000000
0.005131,0.006280,0.000000
0.005130,0.006277,0.000000
0.005133,0.006275,0.000000
0.005136,0.006273,0.000000
0.005138,0.006268,0.000000
0.005137,0.006264,0.000000
0.005139,0.006258,0.000000
0.005142,0.006256,0.000000
0.005140,0.006252,0.000000
0.005143,0.006251,0.000000
0.005145,0.006245,0.000000
0.005144,0.006241,0.000000
0.005145,0.006238,0.000000
0.005148,0.006237,0.000000
0.005147,0.006233,0.000000
0.005154,0.006213,0.000000
0.005157,0.006212,0.000000
0.005156,0.006208,0.000000
0.005155,0.006204,0.000000
0.005158,0.006202,0.000000
0.005159,0.006199,0.000000
0.005157,0.006195,0.000000
0.005158,0.006192,0.000000
0.005161,0.006191,0.000000
0.005162,0.006188,0.000000
0.005161,0.006184,0.000000
0.005784,0.004454,-0.000006
0.005785,0.004451,-0.000006
0.005788,0.004449,-0.000006
0.005791,0.004448,-0.000006
0.005790,0.004444,-0.000006
0.005791,0.004441,-0.000006
0.004689,0.007576,0.000000
0.004687,0.007572,0.000000
0.004688,0.007569,0.000000
0.004687,0.007565,0.000000
0.004688,0.007562,0.000000
0.004691,0.007561,0.000000
0.004693,0.007555,0.000000
0.004696,0.007554,0.000000
0.004697,0.007551,0.000000
0.004909,0.006355,0.000001
0.004953,0.006224,0.000001
0.005353,0.005739,-0.000008
0.005356,0.005737,-0.000008
0.005359,0.005736,-0.000008
0.005358,0.005732,-0.000008
0.004710,0.007515,0.000000
0.004712,0.007509,0.000000
0.004710,0.007505,0.000000
0.004709,0.007501,0.000000
0.004710,0.007498,0.000000
0.005793,0.004449,-0.000009
0.005794,0.004446,-0.000009
0.005793,0.004442,-0.000009
0.005796,0.004441,-0.000009
0.005797,0.004438,-0.000009
0.005800,0.004436,-0.000009
0.005803,0.004435,-0.000009
0.005802,0.004431,-0.000009
0.005801,0.004427,-0.000009
0.005803,0.004421,-0.000009
0.005806,0.004420,-0.000009
0.005808,0.004414,-0.000009
0.005807,0.004410,-0.000009
0.005806,0.004406,-0.000009
0.005809,0.004404,-0.000009
0.005810,0.004402,-0.000009
0.005809,0.004398,-0.000009
0.005812,0.004396,-0.000009
0.005541,0.005194,-0.000010
0.005540,0.005190,-0.000010
0.005541,0.005187,-0.000010
0.005544,0.005186,-0.000010
0.005543,0.005182,-0.000010
0.005543,0.005179,-0.000010
0.005546,0.005177,-0.000010
0.005545,0.005173,-0.000010
0.005548,0.005172,-0.000010
0.005499,0.005321,-0.000009
0.005498,0.005317,-0.000009
0.005501,0.005315,-0.000009
0.005500,0.005311,-0.000009
0.005501,0.005308,-0.000009
0.006087,0.003627,-0.000009
0.006088,0.003625,-0.000009
0.006087,0.003621,-0.000009
0.006091,0.003610,-0.000009
0.006090,0.003605,-0.000009
0.005803,0.004320,0.000001
0.005806,0.004312,0.000001
0.005805,0.004308,0.000001
0.005806,0.004305,0.000001
0.005809,0.004304,0.000001
0.005808,0.004300,0.000001
0.005811,0.004291,0.000001
0.005814,0.004290,0.000001
0.005815,0.004284,0.000001
0.005814,0.004280,0.000001
0.005817,0.004278,0.000001
0.005820,0.004270,0.000001
0.005977,0.003784,-0.000002
0.006020,0.003659,-0.000002
0.005573,0.005349,0.000029
0.005572,0.005345,0.000029
0.005574,0.005340,0.000029
0.005577,0.005338,0.000029
0.005579,0.005332,0.000029
0.006111,0.003514,-0.000007
0.006114,0.003512,-0.000007
0.006115,0.003509,-0.000007
0.006118,0.003508,-0.000007
0.006117,0.003504,-0.000007
0.006120,0.003502,-0.000007
0.006121,0.003499,-0.000007
0.006120,0.003495,-0.000007
0.006122,0.003494,-0.000007
0.004544,0.007418,0.000000
0.004589,0.007286,0.000000
0.004635,0.007155,0.000001
0.004679,0.007024,0.000001
0.005025,0.006692,-0.000010
0.005028,0.006690,-0.000010
0.005029,0.006687,-0.000010
0.005027,0.006683,-0.000010
0.005028,0.006681,-0.000010
0.005031,0.006679,-0.000010
0.005030,0.006675,-0.000010
0.005033,0.006673,-0.000010
0.005036,0.006672,-0.000010
0.005037,0.006669,-0.000010
0.005040,0.006667,-0.000010
0.006151,0.003299,0.000005
0.006152,0.003296,0.000005
0.006155,0.003294,0.000005
0.006154,0.003290,0.000005
0.006160,0.003273,0.000005
0.004999,0.006657,0.000005
0.005002,0.006655,0.000005
0.005003,0.006652,0.000005
0.005002,0.006648,0.000005
0.005004,0.006643,0.000005
0.005007,0.006641,0.000005
0.005006,0.006637,0.000005
0.004746,0.007374,-0.000002
0.004789,0.007249,-0.000003
0.006306,0.002940,-0.000007
0.006305,0.002936,-0.000007
0.006308,0.002927,-0.000007
0.006307,0.002923,-0.000007
0.006310,0.002922,-0.000007
0.006309,0.002918,-0.000007
0.005051,0.006637,-0.000010
0.005050,0.006633,-0.000010
0.005053,0.006631,-0.000010
0.005052,0.006627,-0.000010
0.005053,0.006621,-0.000010
0.005052,0.006617,-0.000010
0.005055,0.006616,-0.000010
0.005056,0.006613,-0.000010
0.005055,0.006609,-0.000010
0.005058,0.006607,-0.000010
0.004634,0.007148,0.000014
0.004643,0.007123,0.000014
0.006131,0.003468,-0.000004
0.006134,0.003467,-0.000004
0.006137,0.003465,-0.000004
0.006140,0.003457,-0.000004
0.005501,0.004627,0.000000
0.005546,0.004496,0.000000
0.006026,0.003766,-0.000009
0.006028,0.003761,-0.000009
0.006031,0.003759,-0.000009
0.006034,0.003757,-0.000009
0.005227,0.005427,0.000001
0.005273,0.005296,0.000001
0.005171,0.006328,-0.000005
0.005174,0.006326,-0.000005
0.005173,0.006322,-0.000005
0.005176,0.006321,-0.000005
0.005240,0.006073,-0.000006
0.005239,0.006069,-0.000006
0.005242,0.006067,-0.000006
0.005245,0.006066,-0.000006
0.005248,0.006064,-0.000006
0.005450,0.005356,0.000005
0.005453,0.005348,0.000005
0.005452,0.005344,0.000005
0.005457,0.005330,0.000005
0.005460,0.005328,0.000005
0.005459,0.005324,0.000005
0.005462,0.005323,0.000005
0.005461,0.005319,0.000005
0.005464,0.005317,0.000005
0.005463,0.005313,0.000005
0.005464,0.005310,0.000005
0.005467,0.005309,0.000005
0.005466,0.005305,0.000005
0.005469,0.005296,0.000005
0.005472,0.005295,0.000005
0.005405,0.005497,-0.000000
0.005404,0.005493,-0.000000
0.005405,0.005491,-0.000000
0.005404,0.005487,-0.000000
0.005415,0.005453,-0.000000
0.006147,0.003437,-0.000007
0.006146,0.003433,-0.000007
0.006145,0.003429,-0.000007
0.006146,0.003427,-0.000007
0.006144,0.003423,-0.000007
0.006394,0.002789,-0.000005
0.006393,0.002785,-0.000005
0.006393,0.002783,-0.000005
0.006392,0.002779,-0.000005
0.006394,0.002773,-0.000005
0.004733,0.007431,0.000000
0.004736,0.007429,0.000000
0.004737,0.007427,0.000000
0.004740,0.007425,0.000000
0.004739,0.007421,0.000000
0.004741,0.007415,0.000000
0.004744,0.007414,0.000000
0.006008,0.003722,0.000005
0.006011,0.003714,0.000005
0.006010,0.003710,0.000005
0.006013,0.003708,0.000005
0.006016,0.003700,0.000005
0.006019,0.003698,0.000005
0.005839,0.004332,-0.000005
0.005842,0.004330,-0.000005
0.005843,0.004327,-0.000005
0.005842,0.004323,-0.000005
0.005845,0.004322,-0.000005
0.006075,0.003526,0.000001
0.006083,0.003504,0.000001
0.006082,0.003500,0.000001
0.006085,0.003498,0.000001
0.006084,0.003494,0.000001
0.006085,0.003492,0.000001
0.006084,0.003488,0.000001
0.006085,0.003485,0.000001
0.006088,0.003483,0.000001
0.006091,0.003482,0.000001
0.006095,0.003470,0.000001
0.006098,0.003469,0.000001
0.006097,0.003465,0.000001
0.006105,0.003440,0.000001
0.005246,0.005952,0.000001
0.005245,0.005948,0.000000
0.005247,0.005942,0.000000
0.005246,0.005938,0.000001
0.005249,0.005937,0.000001
0.005250,0.005934,0.000000
0.005249,0.005930,0.000000
0.005250,0.005927,0.000000
0.004551,0.007391,0.000013
0.004587,0.007285,0.000013
0.006058,0.003711,-0.000004
0.006061,0.003709,-0.000004
0.006062,0.003706,-0.000004
0.006060,0.003702,-0.000004
0.006062,0.003697,-0.000004
0.005719,0.004640,-0.000005
0.005721,0.004635,-0.000005
0.005724,0.004633,-0.000005
0.005726,0.004628,-0.000005
0.005725,0.004624,-0.000005
0.004976,0.006824,-0.000008
0.004979,0.006823,-0.000008
0.004978,0.006819,-0.000008
0.004981,0.006817,-0.000008
0.004982,0.006814,-0.000008
0.004985,0.006813,-0.000008
0.005121,0.006318,0.000000
0.005122,0.006312,0.000000
0.005121,0.006308,0.000000
0.005123,0.006303,0.000000
0.005122,0.006299,0.000000
0.005441,0.005482,-0.000010
0.005444,0.005480,-0.000010
0.005443,0.005476,-0.000010
0.005446,0.005474,-0.000010
0.005449,0.005473,-0.000010
0.005448,0.005469,-0.000010
0.005451,0.005467,-0.000010
0.005205,0.006163,-0.000007
0.005208,0.006161,-0.000007
0.005207,0.006157,-0.000007
0.005210,0.006156,-0.000007
0.005976,0.003938,-0.000009
0.005979,0.003937,-0.000009
0.005978,0.003933,-0.000009
0.005981,0.003931,-0.000009
0.005979,0.003927,-0.000009
0.005978,0.003923,-0.000009
0.005981,0.003915,-0.000009
0.005984,0.003913,-0.000009
0.005375,0.005564,0.000000
0.005380,0.005550,0.000000
0.005847,0.004192,0.000000
0.005848,0.004189,0.000000
0.005847,0.004185,0.000000
0.005850,0.004177,0.000000
0.005853,0.004175,0.000000
0.005857,0.004164,0.000000
0.005855,0.004160,0.000000
0.005858,0.004158,0.000000
0.005860,0.004152,0.000000
0.005859,0.004148,0.000000
0.005862,0.004147,0.000000
0.005865,0.004138,0.000000
0.005864,0.004134,0.000000
0.005867,0.004133,0.000000
0.005873,0.004113,0.000000
0.005872,0.004109,0.000000
0.005874,0.004104,0.000000
0.005877,0.004102,0.000000
0.005880,0.004100,0.000000
0.005879,0.004096,0.000000
0.005885,0.004079,0.000000
0.005884,0.004076,0.000000
0.005885,0.004073,0.000000
0.005888,0.004071,0.000000
0.005891,0.004060,0.000000
0.004991,0.006796,-0.000010
0.004994,0.006794,-0.000010
0.004992,0.006790,-0.000010
0.004993,0.006788,-0.000010
0.004992,0.006784,-0.000010
0.005667,0.004805,-0.000007
0.005666,0.004801,-0.000007
0.005666,0.004798,-0.000007
0.005669,0.004796,-0.000007
0.005668,0.004792,-0.000007
0.005667,0.004788,-0.000007
0.005668,0.004786,-0.000007
0.005671,0.004784,-0.000007
0.005670,0.004780,-0.000007
0.006138,0.003520,-0.000002
0.006139,0.003517,-0.000002
0.006142,0.003515,-0.000002
0.006141,0.003511,-0.000002
0.006140,0.003507,-0.000002
0.006143,0.003506,-0.000002
0.005139,0.006413,-0.000006
0.005144,0.006399,-0.000006
0.004889,0.007143,-0.000009
0.004888,0.007139,-0.000009
0.004889,0.007136,-0.000009
0.004888,0.007132,-0.000009
0.004891,0.007130,-0.000009
0.004890,0.007127,-0.000009
0.005705,0.004710,-0.000010
0.005706,0.004707,-0.000010
0.005705,0.004703,-0.000010
0.005708,0.004694,-0.000010
0.005711,0.004693,-0.000010
0.005714,0.004691,-0.000010
0.004817,0.006624,0.000001
0.004861,0.006492,0.000001
0.005018,0.006580,-0.000002
0.005063,0.006449,-0.000003
0.005832,0.004311,-0.000005
0.005835,0.004309,-0.000005
0.005837,0.004301,-0.000005
0.006372,0.002760,-0.000007
0.006375,0.002758,-0.000007
0.006374,0.002755,-0.000008
